image_id,filename,category,gt_ar,h_item_ar,h_item_note,hitem_status,hitem_level
image_271A;image_271B,food_085.png,cuisine,حمص,فتة حمص,قطع لحم مكعبة وصنوبر مبعثرة فوق سطح الحمص مع خبز مقدَّم كقطع غمس جانبية مثبتة على حافة الوعاء لا مطحونة داخل الخلطة — التركيب هنا أقرب لحمص بلحم لا فتة (التي تتطلب خبزًا محمّصًا ممزوجًا داخل الطبق نفسه),ai_suggested,identity
image_272A;image_272B,food_086.jpg,cuisine,حلاوة الجبن,قطايف,لفائف أسطوانية ناعمة السطح بلا أي حافة مكرمشة أو طية، بينما القطايف تُطوى دائمًا هلاليًا بحافة مضغوطة ظاهرة — غياب الطية المميزة ينفي القطايف,ai_suggested,identity
image_273A;image_273B,food_086.png,cuisine,دجاج مقلي,أوزي دجاج,قطع دجاج مقرمشة مقطعة تُقدَّم مع بطاطا مقلية وعلبة بيبسي في صينية قصدير طراز الوجبات السريعة، بلا أي أرز أو دجاجة كاملة — الأوزي طبق دجاج كامل فوق أرز، وغياب الأرز والتقديم الغربي السريع ينفيه,ai_suggested,identity
image_274A;image_274B,food_087(1).png,cuisine,مندي,منسف,أرز أصفر ودجاج مشوي في طبق بيضاوي مباشرة بلا أي قاعدة خبز تحت الأرز وبلا أي صلصة جميد بيضاء مغطية — سمتا المنسف التعريفيتان غائبتان تمامًا فينفيانه,ai_suggested,identity
image_275A;image_275B,food_087.png,cuisine,طبق مشكّل (تبولة، كبة، ورق عنب),حمص,ثلاثة أطباق ظاهرة فقط (كبة، ورق عنب مع مخلل، تبولة)، بلا أي طبق غمس كالحمص بينها — غياب الحمص تحديدًا من هذا التشكيل الثلاثي المحدَّد ينفيه,ai_suggested,identity
image_276A;image_276B,food_088.png,cuisine,كوسا محشي,ورق عنب,قرون كوسا خضراء مجوّفة كاملة بقشرتها الظاهرة، بعضها مقطّع يُظهر حشوة أرز داخلية، مغمورة في صلصة طماطم — قشرة الكوسا الصلبة الظاهرة تنفي لفائف ورق العنب الرفيعة,ai_suggested,identity
image_277A;image_277B,food_089.png,cuisine,قطايف,حلاوة الجبن,أقراص عجين مطوية هلاليًا بحافة مكرمشة واضحة ومحشوة بقطع شوكولاتة، بينما حلاوة الجبن تُلف أسطوانيًا ناعمًا بلا أي حافة مكرمشة — غياب الطية المميزة ينفيها,ai_suggested,identity
image_278A;image_278B,food_090.png,cuisine,كبة,سمبوسة,أقراص بيضاوية مدببة الطرفين، إحداها مفتوحة تُظهر حشوة داكنة، بينما السمبوسة مثلثة أو هلالية الشكل — الشكل المغزلي المدبب ينفي السمبوسة,ai_suggested,identity
image_279A;image_279B,food_091.png,cuisine,قطايف,لحوح,عشرات الأقراص الصغيرة الموحّدة الحجم مكدّسة في كومة كبيرة، بينما اللحوح يُحضَّر ويُقدَّم كقرص واحد كبير للحصة الواحدة — تعدد الأقراص الصغيرة هنا ينفي تقديم اللحوح المعروف,ai_suggested,identity
image_280A;image_280B,food_092.jpg,cuisine,طاجين,كسكسي,الإناء مخروطي الشكل يحوي يخنة دجاج بزيتون وليمون مخلل متكتلة القطع، بلا أي حبيبات سميد دقيقة — شكل الطاجين وقوام اليخنة الكتلي ينفيان الكسكسي,ai_suggested,identity
image_281A;image_281B,food_093.png,cuisine,كشري,مجدرة,معكرونة وحمص وصلصة طماطم مرصوصة صراحة كمكوّنات منفصلة حول القالب — وجودها الصريح ينفي المجدرة الخالية من المعكرونة والصلصة الحمراء والحمص تمامًا,ai_suggested,identity
image_282A;image_282B,food_094.png,cuisine,مجدرة,كشري,قالب أرز وعدس موحّد اللون مغطى ببصل مقلي وكزبرة فقط، بلا أي معكرونة أو صلصة طماطم حمراء أو حمص — الكشري يتكوّن من طبقات متعددة متمايزة، وغيابها هنا ينفيه,ai_suggested,identity
image_283A;image_283B,food_095.jpg,cuisine,طاجين,كسكسي,الإناء الأخضر المخروطي يحوي لحمًا وتمرًا في صلصة حمراء متكتلة القوام تُرفع بملعقة، بلا أي حبيبات سميد دقيقة داخل الطاجين نفسه (وعاء الكسكسي الأصفر في الخلفية طبق منفصل مرافق لا محتوى الطاجين) — قوام محتوى الطاجين نفسه ينفي الكسكسي,ai_suggested,identity
image_284A;image_284B,food_096.png,cuisine,منسف,مندي,قطع لحم بعظم مغطاة بصلصة بيضاء لزجة (جميد) فوق أرز أصفر مع حواف خبز ممزقة ظاهرة حول الطبق — سمتا القاعدة الخبزية والصلصة البيضاء المغطية تعريفيتان للمنسف، والمندي لا يُقدَّم بهما,ai_suggested,identity
image_465,m2cqa_saudi_001.jpg,attire,غطاء الرأس,عمامة,العمامة قطعة زي رجالية حصرًا، بينما الصورة تُظهر امرأة بوضوح (حلق لؤلؤي وقلادة وأسلوب تصفيف أنثوي) ترتدي لفة رأس ناعمة — التعارض بين نوع اللفة الملساء والسياق الأنثوي الواضح ينفي العمامة رغم تشابه أسلوب اللف العام,ai_suggested,identity
image_466,m2cqa_saudi_002.jpg,objects,دف,طبلة أسطوانية صغيرة,الآلات المستخدمة دفوف مسطحة دائرية كبيرة تُحمل عموديًا وتُقرَع بالكف، بينما الطبلة الأسطوانية الصغيرة برميلية الشكل بجلدتين على طرفيها — الشكل المسطح الدائري هنا ينفي الشكل الأسطواني البرميلي,ai_suggested,identity
image_467,m2cqa_saudi_003.jpg,objects,عود,ربابة,جسم الآلة يُظهر تقنية بناء بشرائط خشب متعددة مقوّسة مجمّعة (تقنية صناعة العود المميزة) بشكل كمثرى منتفخ، بينما الربابة عادة أبسط بناءً بقطعة واحدة أو هيكل مختلف — نمط الشرائط الظاهر ينفي الربابة,ai_suggested,identity
image_468,m2cqa_saudi_004.png,objects,برّاد ماء,قِدر,الجهاز يُظهر صنبورًا واضحًا وآلية توزيع أكواب (فارغة/مستخدمة) — القِدر وعاء طبخ بلا صنبور ولا آلية توزيع أكواب، ووجودهما هنا ينفيه,ai_suggested,identity
image_469,m2cqa_saudi_005.jpg,architecture,مشربية,باب,هذه بنية نافذة بارزة مغلقة تمامًا بشبكة خشبية مشبّكة مثبَّتة عاليًا على الجدار بلا أي فتحة للعبور، بينما الباب ممر أرضي قابل للعبور — عدم وجود ممر عبور والارتفاع العالي ينفيان الباب,ai_suggested,identity
image_470,m2cqa_saudi_006.jpg,attire,ثوب,بشت,لا توجد أي طبقة عباءة خارجية مسدولة بأكمام واسعة أو حواف مذهّبة فوق الثوب — البشت عباءة خارجية تُلبس فوق الثوب لا جيبًا عاديًا كالظاهر هنا، وغياب طبقة العباءة كليًا ينفيه,ai_suggested,identity
image_471,m2cqa_saudi_007.jpg,objects,إبريق شاي,دلة,إبريق كروي حديث من الستانلس ستيل بمقبض بسيط وفوهة قصيرة مستقيمة بلا أي نقش أو زخرفة، بينما الدلة العربية التقليدية طويلة مخروطية بفوهة طويلة منحنية ومزخرفة نحاسيًا — التصميم الحديث المصمت ينفي الدلة,ai_suggested,identity
image_472,m2cqa_saudi_008.jpg,cuisine,خبز التنور بالعسل,خبز الصاج,سطح الخبز يُظهر بقعًا داكنة متفحّمة متناثرة مميزة لملامسة جدار التنور الطيني الساخن، بينما خبز الصاج يُطهى على قبّة معدنية ملساء فينتج سطحًا أكثر انتظامًا بلا هذا التبقع المتفحّم — نمط التبقّع الظاهر ينفي خبز الصاج,ai_suggested,identity
image_473,m2cqa_saudi_img0094.jpg,attire,ثوب,جبة تونسية,هذا النمط تحديدًا (فتحة صدر متقاطعة على شكل V بأكمام واسعة مسترخية وتطريز ذهبي هندسي) يطابق بصريًا نمط الجبة التونسية الموثَّق سابقًا في هذا المشروع (صف آخر بنفس الشكل صُحِّح من ثوب إلى جبة تونسية) — لكن هذا الصف تحديدًا راجعه الفريق وأبقاه ثوبًا، فادعاء الجبة هنا فخ موثّق الالتباس تحديدًا,ai_suggested,identity
image_474,m2cqa_saudi_img0103.jpg,cuisine,معمول,أقط,كل قطعة تُظهر نقشًا هندسيًا مضغوطًا واضحًا من القالب الخشبي التقليدي (خطوط متوازية مستقيمة على القمة)، بينما الأقط كرة خشنة السطح بلا أي نقش مضغوط منتظم — النقش الهندسي الواضح ينفي الأقط,ai_suggested,identity
image_475,m2cqa_saudi_img0140.jpg,cuisine,سمبوسة,كبة,أقراص طويلة منحنية بحافة طولية مطوية/مكرمشة واضحة (خط لحام العجين)، بينما الكبة قشرة عجين ملساء مصمتة بلا أي خط لحام أو طية ظاهرة — خط الطية الطولي هنا ينفي الكبة,ai_suggested,identity
image_476,m2cqa_saudi_img0143.jpg,objects,قافلة جمال,UNCERTAIN,لا يوجد عنصر آخر في فئة objects يصلح فخًا لصورة قافلة جمال محمّلة (الجمل المفرد لن يكون خطأً فعليًا بما أن جمالًا فعلًا حاضرة، ما يخالف قاعدة ٣)، ولا ادعاء ثقافي عن الغرض من الرحلة يمكنني تأكيد خطئه دون تخمين سياق الصورة الفعلي,uncertain,uncertain
image_477,m2cqa_saudi_img0180.jpg,cuisine,أوزي دجاج,دجاج مقلي,قطع دجاج محمّرة بالفرن فوق أرز باللحم المفروم والبازلاء على طبق تقديم عادي، بلا أي تغليف ورقي أو علبة قصدير أو مشروب غازي بجانبها — غياب طابع الوجبة السريعة الغربي ينفي دجاج مقلي,ai_suggested,identity
image_478,m2cqa_saudi_img0189.jpg,architecture,حصن طيني,معصرة زيتون أثرية,جدار حصن طيني متكامل قائم بأسنان دفاعية وفتحات نوافذ صغيرة منتظمة، بلا أي حجر طاحونة دائري أو بقايا معصرة ظاهرة — معصرة الزيتون الأثرية يميّزها حجر الطاحونة الدائري، وغيابه هنا ينفيها,ai_suggested,identity
image_479,m2cqa_saudi_img0192.jpg,attire,شماغ,كوفية,النقشة الشطرنجية الظاهرة بلون أحمر وأبيض واضح — الكوفية غالبًا ما تشير تحديدًا للنقشة السوداء والبيضاء، بينما اللون الأحمر هنا سمة الشماغ المميزة — لون النقشة الأحمر ينفي الكوفية,ai_suggested,identity
image_480,m2cqa_saudi_img0200.jpg,attire,عباية,جلابة,لا توجد أي قبعة/غطاء رأس مدبب (قلنسوة) متصل بالعباءة كما تتطلب الجلابة المغربية التقليدية دائمًا؛ القصة هنا مفتوحة من الأمام بلوحة تطريز واحدة عمودية لا نمط الجلابة الموحّد — غياب القلنسوة ينفي الجلابة,ai_suggested,identity
image_481,m2cqa_saudi_img0201.jpg,cuisine,سمبوسة,كبة,أقراص مثلثة الشكل واضحة مقطوعة تُظهر حشوة لحم مفروم متكتلة، بينما الكبة بيضاوية مغزلية الشكل (تورپيدو) بلا زوايا حادة — الشكل المثلث الحاد الزوايا ينفي الكبة,ai_suggested,identity
image_483,m2cqa_saudi_img0235.jpg,cuisine,هريس,بازين,قوام العصيدة ناعم سائل يملأ شكل الوعاء تمامًا بلا أي كتلة صلبة محتفظة بشكلها المستقل — البازين يحتفظ دائمًا بشكل قبّة صلبة ذات قشرة خارجية، وغياب أي شكل مصمت هنا ينفيه,ai_suggested,identity
image_484,m2cqa_saudi_img0241.jpg,objects,صناعة الفخار,UNCERTAIN,لا يوجد عنصر آخر في فئة objects يشبه بصريًا يدين تشكّلان طينًا على عجلة فخار بهذا الشكل، ولا ادعاء موثوق عن نوع أداة التشغيل (يدوية/كهربائية) يمكن تأكيده من مجرد لقطة اليدين المقرّبة,uncertain,uncertain
image_486,m2cqa_saudi_img0261.jpg,architecture,برج الساعة,أثري من العصر العثماني المبكر,التصميم النظيف المذهّب بالكامل والتنفيذ الدقيق للأرقام الرومانية والزخرفة الهندسية يعكس بناءً حديثًا (القرن الحادي والعشرين) لا أثرًا عثمانيًا مبكرًا، رغم أن الطراز الزخرفي الإسلامي قد يوحي بذلك للوهلة الأولى من مجرد وجه الساعة نفسه,ai_suggested,attribute
image_487,m2cqa_saudi_img0268.jpg,attire,عباية,جلابة,لا توجد أي قبعة/قلنسوة مدببة متصلة بالعباءتين كما تتطلب الجلابة المغربية دائمًا؛ القصة هنا مفتوحة عصرية بأزرار وتطريز خطي لا نمط الجلابة الموحّد الفضفاض — غياب القلنسوة ينفي الجلابة,ai_suggested,identity
image_488,m2cqa_saudi_img0272.jpg,objects,جمل,قافلة جمال,لا تحمل أي من الجمال الظاهرة أحمالًا أو سلالًا أو بضائع، والمشهد ثابت (رجل يمسك وجه جمل واحد بهدوء) لا صف جمال يسير محمّلًا في رحلة تجارية — غياب الحمولة والحركة الجماعية ينفي القافلة,ai_suggested,identity
image_489,m2cqa_saudi_img0286.jpg,cuisine,لبن,رز بلبن,سائل رقيق يُقدَّم في أكواب زجاجية مع رشة أعشاب مجففة وأوراق ريحان طازجة، بلا أي حبات أرز ظاهرة أو قوام كثيف قابل للغرف — رز بلبن حلوى بقوام سميك وحبات أرز مرئية، وغيابها هنا ينفيه,ai_suggested,identity
image_490,m2cqa_saudi_img0299.jpg,attire,ثوب,بشت,لا توجد أي طبقة عباءة خارجية مسدولة بأكمام واسعة أو حواف مذهّبة فوق الثوب البسيط ذي الياقة المطرزة — البشت عباءة خارجية تُلبس فوق الثوب، وغياب طبقة العباءة كليًا ينفيه,ai_suggested,identity
image_492,m2cqa_saudi_img0306.png,attire,عباية,جلابة,لا توجد أي قلنسوة مدببة متصلة بالعباءة كما تتطلب الجلابة المغربية التقليدية دائمًا؛ القماش الأسود الانسيابي غير مزخرف بنمط الجلابة المعتاد — غياب القلنسوة ينفي الجلابة,ai_suggested,identity
image_493,m2cqa_saudi_img0317.jpg,objects,عائلة عربية,UNCERTAIN,البديل الوحيد القريب في المعجم (عائلة سورية) تسمية ديموغرافية فرعية من نفس الفئة العامة (عائلة عربية) لا يمكن نفيها بثقة إذ لا تناقض حقيقي بينهما، وهذا يخالف قاعدة ٣ مباشرة — لا بديل مقنع آخر متاح,uncertain,uncertain
image_494,m2cqa_saudi_img0321.jpg,architecture,مشربية,باب,هذا تصوير علوي لشارع ضيق يُظهر واجهات مباني بنوافذ مشربية بارزة متعددة، بلا أي ممر أرضي أو مدخل قابل للعبور ظاهر في الإطار — غياب أي باب أرضي ينفيه,ai_suggested,identity
image_495,m2cqa_saudi_img0375.jpg,objects,دلة,إبريق شاي,الأواني تُظهر فوهات طويلة رفيعة منحنية بشدة وأغطية مدببة عالية بنقش نحاسي بارز — إبريق الشاي الحديث فوهته قصيرة مستقيمة وغطاؤه مستدير بسيط، والفوهة الطويلة المنحنية هنا تنفيه,ai_suggested,identity
image_496,m2cqa_saudi_img0391.jpg,attire,زي طيار,UNCERTAIN,لا توجد قطعة زي تقليدي عربي واحدة في المعجم قريبة بما يكفي لتشكّل فخًا مقنعًا مقابل زي طيران غربي رسمي حديث بهذا الوضوح (بدلة كحلية، ربطة عنق، قبعة بشارات) — الفرق شاسع جدًا ليكون اختبارًا حقيقيًا لهلوسة الثقة,uncertain,uncertain
image_497,m2cqa_saudi_img0394.jpg,attire,الثوب الفلسطيني المطرز,جلابة,تطريز تراثي كثيف بالتصليب (تطريز فلسطيني) يغطي كامل الصدر والأكمام بنمط هندسي متكرر كثيف، بينما الجلابة المغربية عادة بتطريز أبسط أو حواف مزخرفة فقط لا تغطية شاملة كهذه — كثافة التطريز وتغطيته الكاملة ينفيان الجلابة,ai_suggested,identity
image_498,m2cqa_saudi_img0395.jpg,cuisine,سليق,رز بلبن,طبق أرز مهروس أبيض مالح يعلوه فخذ دجاج محمّر كامل، بلا أي تقديم حلو أو مكسرات أو قرفة — رز بلبن حلوى تُقدَّم بلا لحم أبدًا، ووجود الدجاج المشوي الصريح هنا ينفيه,ai_suggested,identity
image_500,m2cqa_saudi_img0421.jpg,objects,خيمة صحراوية,مصنوعة من شعر الماعز المنسوج تقليديًا,الخيام البدوية التقليدية تُنسج من شعر الماعز الأسود، بينما هذه خيمة قماشية حديثة بلون بيج فاتح بسحّاب وأثاث تخييم فاخر (سرير، كراسي استرخاء) — طراز الخيمة الحديث ظاهر بصريًا لكن مادة النسيج تحديدًا (قماش صناعي لا شعر ماعز) فخ معرفي بالمادة,ai_suggested,attribute
image_501,m2cqa_saudi_img0424.jpg,attire,الثوب الفلسطيني المطرز,جلابة,تطريز تراثي كثيف بالتصليب يغطي الصدر بنمط هندسي مثلثي كثيف الألوان، بينما الجلابة المغربية عادة بتطريز أبسط أو حواف مزخرفة فقط — كثافة التطريز وتغطيته الشاملة تنفيان الجلابة,ai_suggested,identity
image_502,m2cqa_saudi_img0481.jpg,attire,نقاب,غطاء الرأس,التغطية تمتد فوق الأنف والفم ولا يظهر سوى العينين، بينما غطاء الرأس يغطي الشعر والرقبة فقط ويترك الوجه كاملًا ظاهرًا — تغطية الوجه هنا تنفي غطاء الرأس,ai_suggested,identity
image_505,002.jpg,attire,رجل عُماني,رجل سعودي,لا يوجد أي غطاء رأس مدلّى (غترة) أو حلقة عقال سوداء — الرأس مغطى بقلنسوة عُمانية (كمّة) قصيرة مطرزة مثبتة، بينما زي الرجل السعودي يشمل دائمًا الغترة المسدولة والعقال — غياب الغترة والعقال ينفيه,ai_suggested,identity
image_506,005.jpg,attire,رجل عُماني,رجل إماراتي,شرابة معلّقة (فرّوخة) واضحة متدلية من ياقة الثوب، وهي سمة تصميمية عُمانية مميزة — الكندورة الإماراتية عادة بياقة بسيطة بلا هذه الشرابة المتدلية، فوجودها هنا ينفيها,ai_suggested,identity
image_507,013.jpg,attire,رجل يمني,رجل عُماني,غطاء الرأس هنا غترة مسطحة مسدولة بعقال أسود، بلا أي قلنسوة (كمّة) أو عمامة عُمانية ملفوفة برأس مدبب — الزي العُماني يتميز بالكمّة أو المصر الملفوف، وغياب كليهما هنا ينفيه,ai_suggested,identity
image_508,016.jpg,attire,رجل سعودي,رجل يمني,غطاء الرأس غترة بيضاء مسطحة مسدولة بعقال أسود واضح، بلا أي لفة عمامة يمنية ملتفة حول الرأس — الزي اليمني التقليدي غالبًا عمامة ملفوفة لا غترة مسدولة بعقال بهذا الشكل الخليجي، فينفيه,ai_suggested,identity
image_509,022.jpg,attire,رجل عُماني,رجل سعودي,لا يوجد أي غترة مسدولة أو عقال أسود — الرأس مغطى بقلنسوة (كمّة) عُمانية برونزية مطرزة مثبتة، وغياب الغترة والعقال اللذين يميّزان الزي السعودي دائمًا ينفيه,ai_suggested,identity
image_510,024.jpg,attire,رجل عُماني,رجل سعودي,لا يوجد أي غترة مسدولة أو عقال أسود — الرأس مغطى بقلنسوة (كمّة) داكنة مطرزة بنقش هندسي مثبتة، وغياب الغترة والعقال ينفي الزي السعودي,ai_suggested,identity
image_511,035.jpg,attire,رجل يمني,رجل سعودي,خنجر جنبية منحنٍ ظاهر مثبت في حزام منسوج مزخرف عند الخصر — الجنبية إكسسوار يمني (وعُماني) مميز، وليس جزءًا معتادًا من الزي السعودي اليومي، فوجوده هنا ينفيه,ai_suggested,identity
image_512,081.jpg,attire,رجل إماراتي,رجل يمني,غطاء الرأس غترة بيضاء كاملة مسدولة بطيات متدلية خلف الكتفين مع عقال أسود، بلا أي لفة عمامة ملتفة حول الرأس — الزي اليمني التقليدي عادة عمامة ملفوفة لا غترة مسدولة بهذا الشكل، فينفيه,ai_suggested,identity
image_513,125.jpg,attire,رجل يمني,رجل سعودي,لا يوجد أي غترة مسدولة أو عقال أسود — الرأس مغطى بقلنسوة (كمّة) بيج مطرزة بنقش هندسي مثبتة، وغياب الغترة والعقال اللذين يميّزان الزي السعودي دائمًا ينفيه,ai_suggested,identity
image_514,160.jpg,attire,زي عربي تقليدي,جلابة,تطريز تراثي كثيف بالتصليب يغطي الصدر بنمط هندسي كثيف الألوان (أحمر وذهبي على أسود)، بينما الجلابة المغربية عادة بتطريز أبسط أو حواف مزخرفة فقط لا تغطية شاملة كهذه — كثافة التطريز الصدري تنفي الجلابة,ai_suggested,identity
image_515,image (1).jpg,cuisine,بلح أخضر,جاهزة للأكل بحلاوتها الكاملة في هذه المرحلة,البلح الأخضر غير الناضج قابض المذاق وغير صالح للاستمتاع بحلاوته في هذه المرحلة؛ يحتاج مراحل نضج لاحقة (خلال، رطب، تمر) ليصل لحلاوته المعروفة — الادعاء بجاهزيته الآن خطأ في معرفة مراحل نضج التمر لا يُنفى بمجرد اللون الأخضر للناظر غير المتخصص,ai_suggested,attribute
image_516,image (2).jpg,objects,توك توك,UNCERTAIN,لا توجد مركبة أو عنصر آخر في فئة objects قريب بما يكفي ليكون فخًا مقنعًا مقابل توك توك بهذا الوضوح، ولا ادعاء ثقافي عن طريقة استخدامه يمكن تأكيد خطئه دون افتراض سياق غير ظاهر في الصورة,uncertain,uncertain
image_517,image (3).jpg,architecture,قناة مياه,UNCERTAIN,لا يوجد عنصر آخر في فئة architecture يشبه بصريًا قناة مياه حجرية ممتدة عبر مسار جبلي، ولا ادعاء موثوق عن عمر/أصل القناة (حديثة/أثرية) يمكن تأكيده بثقة إذ الصيانة الجيدة الظاهرة لا تنفي قدمها فعليًا,uncertain,uncertain
image_519,image (5).jpg,objects,العيالة,العرضة,الرجال يمسكون عصيًا رفيعة مستقيمة بلون بني فاتح ممدودة أفقيًا، بلا أي شفرة معدنية منحنية لامعة — العرضة تُؤدى بسيوف حقيقية، وغياب أي نصل معدني هنا ينفيها (هذا التمايز موثَّق صراحة في وصف caption_base لهذا الصف: العيالة بعصا لا سيف),ai_suggested,identity
image_520,image (6).jpg,cuisine,حلوى عمانية,كنافة,عجينة داكنة لامعة القوام موحّدة اللون في وعاء زجاجي مغطاة بشرائح لوز وفستق وقطعة جوز، بلا أي خيوط عجين شعرية برتقالية أو طبقة جبن — غياب ملمح الكنافة المميز ينفيها,ai_suggested,identity
image_521,image (7).jpg,architecture,عصر الأركان التقليدي,معصرة زيتون أثرية,نساء يطحن حبّ الأركان يدويًا بأدوات حجرية صغيرة محمولة في مشهد حرفي حي معاصر (سياح ظاهرون، سلال منسوجة وسجاد)، بلا أي بقايا أثرية أو حجر طاحونة ثابت كبير — الطابع المحمول والمعاصر ينفي معصرة الزيتون الأثرية,ai_suggested,identity
image_522,image (8).jpg,cuisine,معمول,UNCERTAIN,لا يوجد طبق آخر في المعجم يصف مشهد تحضير مماثل (ضغط عجين بالكف على شكل أقراص مضلّعة قبل الحشو) يمكن استخدامه كفخ هوية مقنع، ولا صفة ثقافية بديلة واضحة قابلة للنفي بثقة من هذا المشهد الجماعي,uncertain,uncertain
image_523,image (9).jpg,cuisine,كبانة,كعك أصفر,أرغفة بنية ذهبية عادية اللون بلا أي تلوّن أصفر كركمي أو تنقيط حبة سوداء كثيف على السطح — كعك أصفر يتميز بلون كركمي قوي وتنقيط أسود واضح، وغيابهما هنا ينفيه,ai_suggested,identity
image_524,image (10).jpg,cuisine,كنافة,حلوى عمانية,قطعة مثلثة بقشرة علوية برتقالية-حمراء من عجين شعري مع طبقة جبن قابلة للتمدد ظاهرة عند القاعدة، بينما الحلوى العمانية عجينة داكنة سوداء لامعة متجانسة بلا أي خيوط شعرية أو جبن — اختلاف اللون والقوام الكامل ينفيها,ai_suggested,identity
image_525,image (11).jpg,cuisine,سمسم,حبة سوداء,البذور المغطية للمخبوزات هنا ذهبية-تانية اللون مسطحة بيضاوية صغيرة، بينما حبة البركة (الحبة السوداء) داكنة مستديرة الشكل — اختلاف اللون الذهبي الفاتح هنا ينفي حبة سوداء,ai_suggested,identity
image_526,image (12).jpg,cuisine,شكشوكة,بيض مقلي بالمحياوة,خمس بيضات مطهوة مباشرة داخل يخنة طماطم-فلفل متكتلة القطع في مقلاة واحدة، بلا أي قارورة صلصة داكنة تُصَبّ من الخارج على بيضة مقلية جافة مفردة — تعدد البيض وطهيه داخل الصلصة ينفي بيض مقلي بالمحياوة,ai_suggested,identity
image_527,image (13).jpg,cuisine,منسف,UNCERTAIN,هذه لقطة أثناء تجميع الطبق (لحم يُنقل بالملعقة من قدر إلى صينية أرز) قبل ظهور أي علامة تعريفية نهائية (قاعدة خبز، صلصة جميد بيضاء، مكسرات) — لا يمكن بناء فخ هوية مقنع أو صفة ثقافية موثوقة من مرحلة تحضير غير مكتملة كهذه,uncertain,uncertain
image_528,image (14).jpg,cuisine,منسف,مندي,طبقة سميكة مزدوجة من الصنوبر واللوز تغطي الأرز بكثافة، وهذا التقديم السخي بالمكسرات المزدوجة سمة مميزة للمنسف — المندي يُقدَّم عادة برشة مكسرات خفيفة متفرقة لا هذا التكديس السخي,ai_suggested,identity
image_529,image (15).jpg,cuisine,فلافل,كبة,كرات مستديرة الشكل بقشرة داكنة مقرمشة فوق طبق مع حمص وسلطة، بينما الكبة بيضاوية مغزلية الشكل (تورپيدو) — الاستدارة الكاملة تنفي شكل الكبة المدبب,ai_suggested,identity
image_530,image (16).jpg,cuisine,تميس,خبز الصاج,أرغفة سميكة كبيرة بتبقيع داكن متفحّم واضح تُسحب من رف/فرن، بينما خبز الصاج رقيق يُطهى بسرعة على قبّة معدنية محدّبة فينتج سطحًا أقل سماكة وأقل تفحّمًا — سماكة الرغيف والتبقيع الكثيف ينفيان خبز الصاج,ai_suggested,identity
image_531,image (17).jpg,cuisine,شاي عربي,قهوة عربية,يُقدَّم في أكواب زجاجية طويلة بلون أحمر-كهرماني داكن، بينما القهوة العربية تقليديًا فاتحة اللون (ذهبية) بالهيل والزعفران وتُقدَّم في فناجين صغيرة بلا مقبض — شكل الكأس ولون السائل الداكن ينفيان القهوة العربية,ai_suggested,identity
image_532,image (18).jpg,attire,كوفية,شماغ,النقشة الشطرنجية بلون أسود وأبيض واضح، بينما الشماغ يشير غالبًا تحديدًا للنقشة الحمراء والبيضاء — اللون الأسود هنا ينفي الشماغ,ai_suggested,identity
image_533,image (19).jpg,cuisine,صفيحة لحم,لحم بعجين,الحشوة هنا تحوي حبات صنوبر كاملة ظاهرة وقطع طماطم/فلفل مفرومة متكتلة، بينما لحم بعجين في هذا المشروع (كما في عينات سابقة) طبقة لحم مفروم ناعمة القوام بلا أي حبات صنوبر ظاهرة — وجود الصنوبر الصريح ينفيه,ai_suggested,identity
image_534,image (20).jpg,objects,زينة رمضان,إفطار رمضان,المشهد يُظهر أضواء نجمية معلَّقة عبر الشارع ليلًا بلا أي أشخاص يتناولون الطعام أو مائدة إفطار ظاهرة — إفطار رمضان يتطلب مشهد وجبة وأشخاصًا يأكلون، وغياب ذلك كليًا هنا ينفيه,ai_suggested,identity
image_535,image (21).jpg,objects,إفطار رمضان,زينة رمضان,مجموعة كبيرة من الرجال يجلسون على الأرض ويتناولون الطعام من أوعية مشتركة، بلا أي أضواء أو زينة نجمية معلَّقة ظاهرة في الإطار — زينة رمضان عناصر إضاءة وتزيين معلَّقة فقط، وغياب أي زينة هنا ينفيها,ai_suggested,identity
image_536,image (22).jpg,cuisine,مفطح,UNCERTAIN,هوية الـGT نفسها بثقة منخفضة وغير مؤكدة لغويًا أصلًا في المعجم؛ الطبق (ذبيحة كاملة على أرز) يتشابه بصريًا بشدة مع عدة أطباق أخرى مثبتة في المعجم (مندي، أوزي دجاج، زرب) لدرجة يصعب معها بناء فخ واثق فوق هوية أصلًا غير مؤكدة دون مضاعفة الخطأ,uncertain,uncertain
image_537,image (23).jpg,architecture,آثار قديمة,معصرة زيتون أثرية,أطلال تضم قواعد أعمدة حجرية وتماثيل أسود/أبي الهول على قواعد، بلا أي حجر طاحونة دائري أو ملامح معصرة ظاهرة — معصرة الزيتون الأثرية يميّزها حجر الطاحونة الدائري تحديدًا، وغيابه هنا ينفيها,ai_suggested,identity
image_538,image (24).jpg,objects,تحية الأنف التقليدية,شائعة بالتساوي في جميع أنحاء العالم العربي,تحية ملامسة الأنوف عادة خليجية (إماراتية/عُمانية خصوصًا) لا تُمارَس بنفس الشكل أو الانتشار في كل أنحاء العالم العربي (المشرق مثلًا يعتمد قبلات الخد لا ملامسة الأنف) — الادعاء بانتشارها المتساوي خطأ في نطاقها الثقافي الفعلي لا يظهر من مجرد مشاهدة الإيماءة نفسها,ai_suggested,attribute
